host,port,protocol,latency_version,latency_banner,latency_ping,latency_history,supports_p2pkh,supports_p2wpkh,supports_p2tr,error_version,error_banner,error_ping,error_history,response_hash_version,response_hash_banner,response_hash_ping,response_hash_history
15.184.160.64,50002,ssl,303.9991855621338,305.8760166168213,302.13403701782227,365.5250072479248,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
3.98.183.7,50001,tcp,154.73103523254395,153.17201614379883,154.33502197265625,150.4800319671631,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
193.107.109.79,50001,tcp,,,,,False,False,False,connection_failed,connection_failed,connection_failed,connection_failed,,,,
135.181.31.178,50002,ssl,259.5713138580322,244.15278434753418,550.8689880371094,255.04469871520996,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
35.189.13.187,50001,tcp,310.2579116821289,318.90106201171875,316.9381618499756,316.9989585876465,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.18.66.115,50001,tcp,302.09922790527344,289.5679473876953,300.11987686157227,295.06993293762207,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
24.199.71.49,50001,tcp,194.43821907043457,192.46220588684082,193.0379867553711,195.59502601623535,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
128.140.49.4,50002,ssl,233.0172061920166,228.04880142211914,226.73821449279785,233.9167594909668,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.128.81.215,50001,tcp,344.48909759521484,344.93207931518555,350.5268096923828,349.1349220275879,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
96.237.231.17,50002,ssl,155.42101860046387,154.0522575378418,155.69186210632324,156.05807304382324,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,12a47445feef11310f9d612f38d07ae06178e6dcaeea4d18e34517b2033168cd,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
35.83.18.93,50002,ssl,213.05322647094727,211.5612030029297,212.09192276000977,209.24806594848633,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
35.153.173.144,50001,tcp,131.65807723999023,135.75077056884766,139.2362117767334,134.39512252807617,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
34.18.69.244,50001,tcp,297.0120906829834,314.7778511047363,291.1038398742676,294.9039936065674,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
49.12.38.161,50002,ssl,225.91376304626465,236.19365692138672,239.86411094665527,230.90195655822754,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.118.1.54,50001,tcp,228.3768653869629,235.56089401245117,227.50186920166016,228.33991050720215,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.101.170.221,50001,tcp,358.71005058288574,394.2549228668213,357.0377826690674,347.06687927246094,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
188.214.30.78,50001,tcp,253.00908088684082,254.0140151977539,252.824068069458,252.61592864990234,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
164.92.148.39,50001,tcp,221.67396545410156,254.55188751220703,260.78176498413086,242.142915725708,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
34.40.149.244,50001,tcp,310.78505516052246,318.48716735839844,310.4901313781738,317.5959587097168,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
134.199.142.123,50001,tcp,191.50996208190918,192.81816482543945,192.89183616638184,193.16625595092773,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
198.244.201.86,50001,tcp,208.51778984069824,220.26586532592773,221.55117988586426,220.3199863433838,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.64.177.133,50001,tcp,301.38492584228516,360.92066764831543,302.3800849914551,305.30405044555664,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
137.184.244.174,50001,tcp,191.2999153137207,192.08908081054688,192.60287284851074,191.27607345581055,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
168.119.136.176,50001,tcp,221.90618515014648,223.91796112060547,223.90484809875488,223.1729030609131,True,True,True,ok,ok,ok,ok,c0beaf2275170bf3556a051ccb8928c96aa80d8b853d5ba87b7ce96a35e0394f,1a3cc894c8669bc6823cc0a3b9e666a02a85474d8e00376d8c25624899a1a38a,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
35.198.35.60,50001,tcp,23.502111434936523,26.072263717651367,23.12779426574707,24.16205406188965,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
98.255.225.228,50001,tcp,225.81982612609863,230.00764846801758,228.88708114624023,229.63285446166992,True,True,True,ok,ok,ok,ok,f6471fa14387392e47cd2d3bf1cf7c6ab0d994ba6ec1f677ea7d4d9dd63d2507,e32b99c14a1de329a6fc53c970e10d4658d44b21157a510e7cf893e5feb86b8a,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
35.225.75.62,50001,tcp,157.60207176208496,158.86616706848145,224.51186180114746,155.8232307434082,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.244.89.238,50001,tcp,313.4021759033203,315.504789352417,314.6169185638428,314.91589546203613,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
95.216.246.152,50001,tcp,234.5561981201172,234.57694053649902,238.18683624267578,243.95394325256348,True,True,True,ok,ok,ok,ok,f6471fa14387392e47cd2d3bf1cf7c6ab0d994ba6ec1f677ea7d4d9dd63d2507,1d54d6d628f36dd964b1d9e85d5c0662b146869820137680b615e7bc06e62833,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
104.198.149.61,50001,tcp,154.09421920776367,154.80399131774902,153.29360961914062,154.87217903137207,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
65.109.168.25,50002,ssl,246.04225158691406,240.75007438659668,246.57201766967773,252.79712677001953,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
91.107.207.117,50002,ssl,231.7202091217041,436.19489669799805,232.47599601745605,235.0480556488037,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
134.199.136.239,50001,tcp,193.45879554748535,193.8498020172119,193.22586059570312,191.1489963531494,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
84.234.98.29,50001,tcp,252.78592109680176,263.2279396057129,253.59010696411133,252.58708000183105,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.87.220.132,50001,tcp,312.8929138183594,323.1229782104492,320.9710121154785,314.4841194152832,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.175.239.109,50001,tcp,209.24997329711914,211.72404289245605,208.27412605285645,206.9258689880371,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.32.48.56,50001,tcp,221.8313217163086,219.15793418884277,220.51095962524414,220.5820083618164,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.197.22.214,50001,tcp,186.59090995788574,186.0368251800537,185.9428882598877,188.54403495788574,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.88.214.4,50001,tcp,234.29512977600098,295.0141429901123,231.9018840789795,271.9759941101074,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.121.73.82,50001,tcp,155.46083450317383,169.48294639587402,154.9849510192871,157.2859287261963,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
72.203.18.192,50001,tcp,214.22696113586426,204.61201667785645,205.31392097473145,203.97210121154785,True,True,True,ok,ok,ok,ok,f7b2552df8e6e067391e706a3181a72c1455deb88e1d4cedefded56c83f4fbcd,a117f8666641b29addd6caf96fd9271c2cbb430df26476cf39af3c4622a1ae5d,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
34.101.39.54,50001,tcp,354.37512397766113,357.607364654541,356.22191429138184,356.7359447479248,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.172.232.121,50001,tcp,156.09383583068848,158.10394287109375,155.03597259521484,155.72667121887207,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
162.81.184.63,50001,tcp,148.88906478881836,154.33192253112793,153.26809883117676,144.30999755859375,True,True,True,ok,ok,ok,ok,f6471fa14387392e47cd2d3bf1cf7c6ab0d994ba6ec1f677ea7d4d9dd63d2507,1d54d6d628f36dd964b1d9e85d5c0662b146869820137680b615e7bc06e62833,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
116.202.30.237,50002,ssl,234.03120040893555,229.70318794250488,232.26308822631836,237.38503456115723,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
129.212.164.62,50001,tcp,194.98658180236816,193.91989707946777,194.11897659301758,209.92517471313477,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
86.206.48.92,50002,ssl,221.0381031036377,,556.938886642456,,False,False,False,ok,[SSL: APPLICATION_DATA_AFTER_CLOSE_NOTIFY] application data after close notify (_ssl.c:2706),ok,[SSL: APPLICATION_DATA_AFTER_CLOSE_NOTIFY] application data after close notify (_ssl.c:2706),258f4b0e7cacae2d95a56d2b45d8a1c6e059bd34535a436dfb18c1f7531c3c99,,a0ddaa8414a30c52193cb662d9fa8fe54538c7166f49a59eaa010bbe1e7df10e,
34.96.220.189,50001,tcp,319.63396072387695,321.87891006469727,323.78196716308594,330.4758071899414,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
93.57.81.163,50002,ssl,232.1341037750244,229.35724258422852,231.07576370239258,229.01487350463867,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.50.93.134,50001,tcp,352.74696350097656,354.2442321777344,348.7050533294678,356.1577796936035,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
49.12.35.19,50001,tcp,227.1437644958496,228.74879837036133,228.99198532104492,232.22899436950684,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
5.9.80.2,50001,tcp,227.24485397338867,221.83990478515625,227.3397445678711,227.57601737976074,True,True,True,ok,ok,ok,ok,c0beaf2275170bf3556a051ccb8928c96aa80d8b853d5ba87b7ce96a35e0394f,1a3cc894c8669bc6823cc0a3b9e666a02a85474d8e00376d8c25624899a1a38a,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
34.171.34.8,50001,tcp,157.37414360046387,156.27288818359375,156.03303909301758,157.63187408447266,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
23.138.36.32,50001,tcp,207.2439193725586,189.34988975524902,190.4470920562744,190.34504890441895,True,True,True,ok,ok,ok,ok,c0beaf2275170bf3556a051ccb8928c96aa80d8b853d5ba87b7ce96a35e0394f,1a3cc894c8669bc6823cc0a3b9e666a02a85474d8e00376d8c25624899a1a38a,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
35.244.75.164,50001,tcp,311.53297424316406,314.816951751709,311.4938735961914,316.3309097290039,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
148.251.87.112,50002,ssl,225.5382537841797,233.72483253479004,235.9600067138672,,False,True,False,ok,ok,ok,[SSL: APPLICATION_DATA_AFTER_CLOSE_NOTIFY] application data after close notify (_ssl.c:2706),258f4b0e7cacae2d95a56d2b45d8a1c6e059bd34535a436dfb18c1f7531c3c99,a0ddaa8414a30c52193cb662d9fa8fe54538c7166f49a59eaa010bbe1e7df10e,a0ddaa8414a30c52193cb662d9fa8fe54538c7166f49a59eaa010bbe1e7df10e,
98.127.140.101,50001,tcp,184.97514724731445,183.0892562866211,192.12698936462402,182.82604217529297,True,True,True,ok,ok,ok,ok,b570b718decc01953cb0cd3bf72fea5638d6135d7ef8db5456bab9b4259c1bd7,975b1762c5846d50d84ed26fa8ee3cb7091bde440ea970d3d6c678f0cd8c1682,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
34.128.68.204,50001,tcp,353.0700206756592,361.828088760376,354.6731472015381,349.29466247558594,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
159.69.244.130,50002,ssl,230.94701766967773,235.15892028808594,227.98585891723633,233.6418628692627,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.173.233.138,50001,tcp,154.72793579101562,154.89602088928223,155.9889316558838,157.51004219055176,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
23.176.184.72,50002,ssl,236.8180751800537,232.45596885681152,230.11517524719238,230.36980628967285,True,True,True,ok,ok,ok,ok,2a1635a1dcff5a33b617160458bc582777ccb61be15e7348c9c1f5e6db02a6ff,82d14cb013e62c9a0e2f6cb815f91c06bf01264864513b11b740476af22cecc4,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
35.221.221.16,50001,tcp,298.2347011566162,301.4209270477295,301.55301094055176,302.6301860809326,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.116.254.239,50001,tcp,228.67202758789062,317.882776260376,227.83684730529785,272.2952365875244,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
82.136.98.249,50001,tcp,244.35925483703613,238.4498119354248,241.9118881225586,249.13406372070312,True,True,True,ok,ok,ok,ok,efa33d17619219a21b91e4b034cb46823b676aabbc63d391c52c1e0bc8b8dc25,732448d2abeafec2f07c2e6900d3542952c639c3ced4785447db634953293059,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
137.184.125.23,50001,tcp,191.34783744812012,192.79003143310547,194.1540241241455,192.885160446167,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
34.39.9.100,50001,tcp,206.04801177978516,284.578800201416,210.33763885498047,206.74991607666016,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.221.221.16,50001,tcp,302.0210266113281,303.0381202697754,301.39708518981934,302.8428554534912,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
159.69.189.9,50002,ssl,235.4137897491455,226.22990608215332,246.02913856506348,227.91028022766113,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
3.83.58.39,50002,ssl,131.0751438140869,132.52520561218262,134.83214378356934,138.77391815185547,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,be23d2a5507ef3d56035315d1883a9baf6c94279d7a1c814b37eefa31ef1f886,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
137.184.125.23,50001,tcp,193.78209114074707,192.05904006958008,193.61591339111328,191.7881965637207,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
72.203.18.192,50001,tcp,209.9757194519043,206.3579559326172,206.19797706604004,213.63306045532227,True,True,True,ok,ok,ok,ok,f7b2552df8e6e067391e706a3181a72c1455deb88e1d4cedefded56c83f4fbcd,a117f8666641b29addd6caf96fd9271c2cbb430df26476cf39af3c4622a1ae5d,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
34.133.127.109,50001,tcp,153.71322631835938,154.30188179016113,155.68280220031738,156.18610382080078,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.101.39.54,50001,tcp,356.7788600921631,358.54387283325195,354.09998893737793,355.1011085510254,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.39.9.100,50001,tcp,207.1690559387207,287.5409126281738,205.81817626953125,207.366943359375,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.83.18.93,50002,ssl,211.69805526733398,216.48621559143066,209.60307121276855,224.8530387878418,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
82.136.98.249,50001,tcp,237.55478858947754,239.73703384399414,235.97478866577148,239.98618125915527,True,True,True,ok,ok,ok,ok,efa33d17619219a21b91e4b034cb46823b676aabbc63d391c52c1e0bc8b8dc25,732448d2abeafec2f07c2e6900d3542952c639c3ced4785447db634953293059,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
168.119.33.233,50001,tcp,231.04000091552734,234.13395881652832,227.53310203552246,222.47982025146484,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
34.121.73.82,50001,tcp,154.82187271118164,155.57026863098145,156.12411499023438,156.63599967956543,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
34.173.233.138,50001,tcp,154.30307388305664,157.73582458496094,157.71818161010742,155.34329414367676,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
137.184.244.174,50001,tcp,194.85783576965332,197.88217544555664,193.93110275268555,197.62396812438965,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
159.69.244.130,50002,ssl,228.73187065124512,235.7480525970459,230.67283630371094,229.16293144226074,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.32.12.235,50001,tcp,219.9380397796631,221.59624099731445,221.2851047515869,247.50423431396484,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
198.244.201.86,50001,tcp,213.8381004333496,219.3150520324707,228.67918014526367,229.05611991882324,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
98.127.140.101,50001,tcp,182.8289031982422,180.800199508667,193.89796257019043,179.9149513244629,True,True,True,ok,ok,ok,ok,b570b718decc01953cb0cd3bf72fea5638d6135d7ef8db5456bab9b4259c1bd7,975b1762c5846d50d84ed26fa8ee3cb7091bde440ea970d3d6c678f0cd8c1682,3e0d287babded1d6fc492964752683810918ee4397bad81fcfcf1fd1bf44db9f,1a8e24140b5756a8e851f036c6356b8d9948d04ac8a2dd17ac7357e1feacc211
34.175.239.109,50001,tcp,210.93511581420898,227.8158664703369,212.52107620239258,209.9740505218506,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.197.22.214,50001,tcp,188.889741897583,197.66879081726074,189.82601165771484,186.96117401123047,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
209.38.172.84,50001,tcp,193.45927238464355,286.2541675567627,193.03011894226074,194.9000358581543,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
93.57.81.163,50002,ssl,230.67092895507812,227.28991508483887,229.75683212280273,233.93487930297852,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
34.64.177.133,50001,tcp,303.3161163330078,297.87325859069824,303.6007881164551,303.5740852355957,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
143.198.108.195,50001,tcp,196.02394104003906,195.68490982055664,191.741943359375,192.51203536987305,True,True,True,ok,ok,ok,ok,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894,9f41459056978287c6901f875fbf2ccb2fab90db60951629bc987bff63354894
34.87.220.132,50001,tcp,315.5388832092285,314.76712226867676,312.7727508544922,314.0299320220947,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
35.189.13.187,50001,tcp,316.6699409484863,319.7147846221924,313.8301372528076,314.0301704406738,False,False,False,invalid_json,invalid_json,invalid_json,invalid_json,,,,
135.181.31.178,50002,ssl,252.98380851745605,247.10988998413086,243.70098114013672,263.20409774780273,True,True,True,ok,ok,ok,ok,4a527ffec6fe3f08ad8e19685a9c325d8ccfe84a5550454d0a9e7b3a5b9a57ce,5a00701cef8cc21af4066060d6c3377e65f826a6ff883ce37e98277e31a44869,523bdc65224a580adb7b8fcdaaf8c811829bd27793fc078aee920fa0e292e746,23487edc6d81f99639e1cd0c5c40dc8e77a20e6b4b2ff0f8471ab159fd6ebd30
